Trade Date,STrike,Expiry Date,Call/Put,Last Trade Price,Bid Price,Ask Price,Bid Implied Volatility,Ask Implied Volatility,Open Interest,Volume,Delta,Gamma,Vega,Theta,Rho
2023-07-03,150,2023-07-07,c,42.36,42.25,42.45,0,1.067,322,261,1,0,0,-0.0256,0.017
2023-07-03,155,2023-07-07,c,37.36,37.25,37.45,0,0.9369,119,1,1,0,0,-0.0264,0.0175
2023-07-03,157.5,2023-07-07,c,34.86,34.75,34.95,0,0.8734,14,0,1,0,0,-0.0269,0.0178
2023-07-03,160,2023-07-07,c,32.36,32.30,32.45,0,0.811,101,31,1,0,0,-0.0273,0.0181
2023-07-03,162.5,2023-07-07,c,29.86,29.80,29.95,0,0.7495,67,11,1,0,0,-0.0277,0.0184
2023-07-03,165,2023-07-07,c,27.37,27.30,27.45,0,0.6887,208,17,1,0,0,-0.0281,0.0187
2023-07-03,167.5,2023-07-07,c,24.87,24.85,24.95,0,0.6276,309,9,1,0,0,-0.0286,0.019
2023-07-03,170,2023-07-07,c,22.37,22.35,22.45,0,0.5675,977,41,1,0,0,-0.029,0.0192
2023-07-03,172.5,2023-07-07,c,19.87,19.85,19.95,0,0.5083,191,50,1,0,0,-0.0294,0.0195
2023-07-03,175,2023-07-07,c,17.37,17.35,17.45,0,0.4485,1426,66,1,0,0,-0.0299,0.0198
2023-07-03,177.5,2023-07-07,c,14.88,14.85,14.95,0,0.3894,495,23,1,0,0,-0.0303,0.0201
2023-07-03,180,2023-07-07,c,12.38,12.40,12.50,0.2783,0.3629,4055,285,0.9997,0.0003,0.0002,-0.0311,0.0204
2023-07-03,182.5,2023-07-07,c,9.88,9.90,10.00,0.2249,0.2996,1686,155,0.9971,0.0024,0.0016,-0.0351,0.0206
2023-07-03,185,2023-07-07,c,7.47,7.45,7.50,0.2112,0.2354,8812,908,0.9799,0.0131,0.0111,-0.0527,0.0205
2023-07-03,187.5,2023-07-07,c,5.08,5.00,5.10,0.1694,0.1988,7619,949,0.9143,0.043,0.031,-0.0984,0.0193
2023-07-03,190,2023-07-07,c,2.90,2.88,2.91,0.1688,0.1735,18955,8405,0.756,0.0898,0.0642,-0.1578,0.0161
2023-07-03,192.5,2023-07-07,c,1.29,1.28,1.30,0.1635,0.1659,27032,28399,0.4899,0.1188,0.0818,-0.1791,0.0105
2023-07-03,195,2023-07-07,c,0.45,0.43,0.44,0.1648,0.1664,46152,59049,0.224,0.0887,0.0593,-0.1304,0.0048
2023-07-03,197.5,2023-07-07,c,0.15,0.13,0.14,0.175,0.1782,27746,17131,0.0729,0.0402,0.0265,-0.0605,0.0016
2023-07-03,200,2023-07-07,c,0.05,0.05,0.06,0.1966,0.2028,26947,20892,0.0163,0.0116,0.009,-0.0177,0.0004
2023-07-03,202.5,2023-07-07,c,0.03,0.03,0.04,0.2286,0.2387,5637,2815,0.0024,0.0021,0.0016,-0.0032,0.0001
2023-07-03,205,2023-07-07,c,0.03,0.02,0.03,0.2602,0.2749,9042,2599,0.0002,0.0002,0.0002,-0.0004,0
2023-07-03,207.5,2023-07-07,c,0.02,0.01,0.02,0.2794,0.3029,1912,2477,0,0,0,0,0
2023-07-03,210,2023-07-07,c,0.00,0.01,0.02,0.3187,0.3447,2552,1112,0,0,0,0,0
2023-07-03,212.5,2023-07-07,c,0.00,0.00,0.01,0,0.3565,742,2078,0,0,0,0,0
2023-07-03,215,2023-07-07,c,0.00,0.00,0.01,0,0.3937,3272,2382,0,0,0,0,0
2023-07-03,217.5,2023-07-07,c,0.00,0.00,0.01,0,0.4302,366,86,0,0,0,0,0
2023-07-03,220,2023-07-07,c,0.00,0.00,0.01,0,0.4654,20533,77,0,0,0,0,0
2023-07-03,222.5,2023-07-07,c,0.00,0.00,0.01,0,0.5001,124,3,0,0,0,0,0
2023-07-03,225,2023-07-07,c,0.00,0.00,0.01,0,0.5345,10106,0,0,0,0,0,0
2023-07-03,230,2023-07-07,c,0.00,0.00,0.01,0,0.602,359,0,0,0,0,0,0
2023-07-03,235,2023-07-07,c,0.00,0.00,0.01,0,0.6663,454,0,0,0,0,0,0
2023-07-03,240,2023-07-07,c,0.00,0.00,0.01,0,0.729,248,0,0,0,0,0,0
2023-07-03,245,2023-07-07,c,0.00,0.00,0.01,0,0.7904,501,0,0,0,0,0,0
2023-07-03,250,2023-07-07,c,0.00,0.00,0.01,0,0.8488,592,2,0,0,0,0,0
2023-07-03,255,2023-07-07,c,0.00,0.00,0.01,0,0.9058,2,0,0,0,0,0,0
2023-07-03,260,2023-07-07,c,0.00,0.00,0.01,0,0.9617,1,3,0,0,0,0,0
2023-07-03,50,2023-07-07,p,0.00,0.00,0.01,0,0,0,1,0,0,0,0,0
2023-07-03,60,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,65,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,70,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,75,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,80,2023-07-07,p,0.00,0.00,0.01,0,0,1,0,0,0,0,0,0
2023-07-03,85,2023-07-07,p,0.00,0.00,0.01,0,2.5166,0,0,0,0,0,0,0
2023-07-03,90,2023-07-07,p,0.00,0.00,0.01,0,2.3488,30,0,0,0,0,0,0
2023-07-03,95,2023-07-07,p,0.00,0.00,0.01,0,2.1902,0,0,0,0,0,0,0
2023-07-03,100,2023-07-07,p,0.00,0.00,0.01,0,2.04,1,0,0,0,0,0,0
2023-07-03,105,2023-07-07,p,0.00,0.00,0.01,0,1.8964,15,0,0,0,0,0,0
2023-07-03,110,2023-07-07,p,0.00,0.00,0.01,0,1.7579,1014,0,0,0,0,0,0
2023-07-03,115,2023-07-07,p,0.00,0.00,0.01,0,1.6256,3000,0,0,0,0,0,0
2023-07-03,120,2023-07-07,p,0.00,0.00,0.01,0,1.499,1035,0,0,0,0,0,0
2023-07-03,125,2023-07-07,p,0.00,0.00,0.01,0,1.3777,1158,0,0,0,0,0,0
2023-07-03,130,2023-07-07,p,0.00,0.00,0.01,0,1.2612,522,0,0,0,0,0,0
2023-07-03,135,2023-07-07,p,0.00,0.00,0.01,0,1.1493,2747,0,0,0,0,0,0
2023-07-03,140,2023-07-07,p,0.00,0.00,0.01,0,1.039,2071,0,0,0,0,0,0
2023-07-03,145,2023-07-07,p,0.00,0.00,0.01,0,0.9324,2028,0,0,0,0,0,0
2023-07-03,148,2023-07-07,p,0.00,0.00,0.01,0,0.8702,894,0,0,0,0,0,0
2023-07-03,149,2023-07-07,p,0.00,0.00,0.01,0,0.8497,840,44,0,0,0,0,0
2023-07-03,150,2023-07-07,p,0.00,0.00,0.01,0,0.8294,5053,82,0,0,0,0,0
2023-07-03,155,2023-07-07,p,0.00,0.00,0.01,0,0.7281,1608,194,0,0,0,0,0
2023-07-03,157.5,2023-07-07,p,0.00,0.00,0.01,0,0.6783,642,676,0,0,0,0,0
2023-07-03,160,2023-07-07,p,0.00,0.00,0.01,0,0.6293,2588,759,0,0,0,0,0
2023-07-03,162.5,2023-07-07,p,0.00,0.01,0.02,0.5811,0.6243,853,103,-0.0035,0,0,-0.0159,-0.0075
2023-07-03,165,2023-07-07,p,0.01,0.01,0.02,0.5337,0.5738,4959,655,-0.0038,0,0,-0.0158,-0.0082
2023-07-03,167.5,2023-07-07,p,0.01,0.01,0.02,0.4858,0.5232,2637,64,-0.0042,0,0,-0.0156,-0.0089
2023-07-03,170,2023-07-07,p,0.01,0.02,0.03,0.4727,0.496,6648,186,-0.0071,0,0,-0.0239,-0.0152
2023-07-03,172.5,2023-07-07,p,0.02,0.03,0.04,0.4446,0.4614,822,393,-0.0104,0,0,-0.0314,-0.0223
2023-07-03,175,2023-07-07,p,0.03,0.04,0.05,0.4075,0.4209,5150,445,-0.0142,0,0,-0.0375,-0.0303
2023-07-03,177.5,2023-07-07,p,0.04,0.05,0.06,0.3659,0.3763,1260,443,-0.0189,0,0,-0.043,-0.0404
2023-07-03,180,2023-07-07,p,0.06,0.05,0.06,0.311,0.3198,12559,4995,-0.022,0.0003,0.0002,-0.0416,-0.047
2023-07-03,182.5,2023-07-07,p,0.07,0.07,0.08,0.2704,0.2766,7129,7054,-0.0332,0.0024,0.0016,-0.0507,-0.0707
2023-07-03,185,2023-07-07,p,0.08,0.09,0.10,0.2219,0.2268,22292,21337,-0.0492,0.0131,0.0111,-0.0572,-0.1047
2023-07-03,187.5,2023-07-07,p,0.21,0.17,0.18,0.1855,0.1883,15278,11754,-0.0978,0.043,0.031,-0.0807,-0.2081
2023-07-03,190,2023-07-07,p,0.53,0.51,0.52,0.1706,0.1722,21100,30622,-0.2511,0.0898,0.0642,-0.1361,-0.5348
2023-07-03,192.5,2023-07-07,p,1.41,1.41,1.42,0.1642,0.1654,11758,28155,-0.5241,0.1188,0.0818,-0.1624,-1.1201
2023-07-03,195,2023-07-07,p,3.07,3.05,3.10,0.1609,0.1695,10338,6302,-0.79,0.0887,0.0593,-0.1157,-1.6988
2023-07-03,197.5,2023-07-07,p,5.29,5.25,5.35,0.138,0.1919,1313,1035,-0.9388,0.0402,0.0265,-0.0454,-2.0364
2023-07-03,200,2023-07-07,p,7.75,7.70,7.80,0,0.234,691,1023,-0.9993,0.0116,0.009,0.0045,-2.1904
2023-07-03,202.5,2023-07-07,p,10.25,10.15,10.35,0,0.3155,24,27,-0.9991,0.0021,0.0016,0.004,-2.2173
2023-07-03,205,2023-07-07,p,12.75,12.65,12.85,0,0.3727,11,122,-0.9995,0.0002,0.0002,0.0043,-2.2455
2023-07-03,207.5,2023-07-07,p,15.25,15.15,15.35,0,0.4276,5,0,-0.9997,0,0,0.0045,-2.2733
2023-07-03,210,2023-07-07,p,17.75,17.65,17.85,0,0.4801,63,92,-0.9998,0,0,0.0046,-2.3009
2023-07-03,212.5,2023-07-07,p,20.25,20.15,20.35,0,0.5314,0,0,-0.9998,0,0,0.0047,-2.3284
2023-07-03,215,2023-07-07,p,22.75,22.65,22.85,0,0.5817,0,0,-0.9999,0,0,0.0048,-2.3559
2023-07-03,217.5,2023-07-07,p,25.25,25.15,25.35,0,0.6299,0,0,-0.9999,0,0,0.0049,-2.3834
2023-07-03,220,2023-07-07,p,27.75,27.65,27.85,0,0.6775,0,0,-0.9999,0,0,0.0049,-2.4108
2023-07-03,222.5,2023-07-07,p,30.25,30.15,30.35,0,0.7241,0,0,-0.9999,0,0,0.0049,-2.4382
2023-07-03,225,2023-07-07,p,32.75,32.65,32.85,0,0.7688,0,0,-0.9999,0,0,0.005,-2.4656
2023-07-03,230,2023-07-07,p,37.75,37.65,37.85,0,0.8568,1,0,-1,0,0,0.005,-2.5205
2023-07-03,235,2023-07-07,p,42.75,42.60,42.85,0,0.9426,0,0,-1,0,0,0.005,-2.5753
2023-07-03,240,2023-07-07,p,47.75,47.60,47.85,0,1.0238,0,0,-1,0,0,0.0051,-2.6301
2023-07-03,245,2023-07-07,p,52.75,52.65,52.85,0,1.1032,0,0,-1,0,0,0.0051,-2.6849
2023-07-03,250,2023-07-07,p,57.75,57.65,57.85,0,1.181,0,0,-1,0,0,0.0051,-2.7397
2023-07-03,255,2023-07-07,p,62.75,62.65,62.85,0,1.2545,1,1,-1,0,0,0.0051,-2.7945
2023-07-03,260,2023-07-07,p,67.75,67.65,67.85,0,1.3266,0,23,-1,0,0,0.0051,-2.8493
2023-07-03,50,2023-07-14,c,142.33,141.45,142.40,0,2.9745,0,0,1,0,0,-0.0072,0.0152
2023-07-03,60,2023-07-14,c,132.35,132.20,132.45,0,2.7008,0,0,1,0,0,-0.0086,0.0183
2023-07-03,65,2023-07-14,c,127.35,127.20,127.45,0,2.5017,0,0,1,0,0,-0.0093,0.0198
2023-07-03,70,2023-07-14,c,122.36,122.10,122.45,0,2.3156,0,0,1,0,0,-0.0101,0.0213
2023-07-03,75,2023-07-14,c,117.37,117.25,118.05,0,2.8757,0,0,1,0,0,-0.0108,0.0228
2023-07-03,80,2023-07-14,c,112.38,112.25,113.20,0,2.7883,0,0,1,0,0,-0.0115,0.0244
2023-07-03,85,2023-07-14,c,107.39,107.25,107.65,0,2.1764,0,0,1,0,0,-0.0122,0.0259
2023-07-03,90,2023-07-14,c,102.39,102.25,102.50,0,1.8108,0,0,1,0,0,-0.0129,0.0274
2023-07-03,95,2023-07-14,c,97.40,97.30,97.55,0,1.7629,0,0,1,0,0,-0.0136,0.0289
2023-07-03,100,2023-07-14,c,92.41,92.25,92.50,0,1.5461,0,0,1,0,0,-0.0144,0.0305
2023-07-03,105,2023-07-14,c,87.42,87.30,88.20,0,1.984,1,0,1,0,0,-0.0151,0.032
2023-07-03,110,2023-07-14,c,82.43,82.30,82.90,0,1.6948,0,0,1,0,0,-0.0158,0.0335
2023-07-03,115,2023-07-14,c,77.43,77.30,77.55,0,1.281,2,0,1,0,0,-0.0165,0.035
2023-07-03,120,2023-07-14,c,72.44,72.00,73.05,0,1.5263,0,0,1,0,0,-0.0172,0.0365
2023-07-03,125,2023-07-14,c,67.45,67.35,68.20,0,1.4712,0,0,1,0,0,-0.018,0.0381
2023-07-03,130,2023-07-14,c,62.46,62.30,62.55,0,0.9731,2,0,1,0,0,-0.0187,0.0396
2023-07-03,135,2023-07-14,c,57.47,57.35,58.10,0,1.2063,40,0,1,0,0,-0.0194,0.0411
2023-07-03,140,2023-07-14,c,52.47,52.30,53.25,0,1.1482,9,1,1,0,0,-0.0201,0.0426
2023-07-03,145,2023-07-14,c,47.49,47.35,47.65,0,0.7873,27,102,1,0,0,-0.0214,0.0442
2023-07-03,149,2023-07-14,c,43.50,43.40,43.60,0,0.6768,1,0,1,0,0,-0.022,0.0454
2023-07-03,150,2023-07-14,c,42.50,42.40,42.60,0,0.6598,68,3,1,0,0,-0.0222,0.0457
2023-07-03,155,2023-07-14,c,37.51,37.40,37.65,0,0.6141,104,13,1,0,0,-0.0229,0.0472
2023-07-03,157.5,2023-07-14,c,35.01,34.90,35.15,0,0.5723,25,0,1,0,0,-0.0233,0.048
2023-07-03,160,2023-07-14,c,32.51,32.40,32.65,0,0.5307,148,2,1,0,0,-0.0237,0.0487
2023-07-03,162.5,2023-07-14,c,30.02,29.95,30.20,0,0.5164,85,7,1,0,0.0001,-0.0241,0.0495
2023-07-03,165,2023-07-14,c,27.52,27.50,27.60,0,0.4176,294,11,0.9998,0.0001,0.0002,-0.0246,0.0502
2023-07-03,167.5,2023-07-14,c,25.14,25.05,25.15,0.3272,0.4099,5,18,0.9994,0.0002,0.0007,-0.0255,0.051
2023-07-03,170,2023-07-14,c,22.63,22.55,22.65,0.2894,0.3709,342,39,0.9982,0.0007,0.0019,-0.0272,0.0517
2023-07-03,172.5,2023-07-14,c,20.05,20.05,20.15,0.2519,0.3318,38,4,0.9951,0.0017,0.0044,-0.0307,0.0522
2023-07-03,175,2023-07-14,c,17.62,17.60,17.65,0.2664,0.293,919,22,0.9883,0.0037,0.0116,-0.0369,0.0526
2023-07-03,177.5,2023-07-14,c,15.16,15.10,15.20,0.2297,0.2732,214,14,0.9739,0.0074,0.0217,-0.0479,0.0525
2023-07-03,180,2023-07-14,c,12.69,12.65,12.75,0.2161,0.2472,1834,111,0.9482,0.0131,0.0368,-0.0638,0.0517
2023-07-03,182.5,2023-07-14,c,10.25,10.20,10.30,0.1928,0.2166,548,109,0.9075,0.021,0.057,-0.0836,0.0501
2023-07-03,185,2023-07-14,c,7.92,7.85,7.95,0.1816,0.1974,4400,389,0.8479,0.0308,0.0805,-0.1043,0.0472
2023-07-03,187.5,2023-07-14,c,5.73,5.65,5.75,0.1722,0.1832,1952,290,0.7682,0.0426,0.104,-0.12,0.0432
2023-07-03,190,2023-07-14,c,3.79,3.75,3.80,0.1679,0.172,6054,1814,0.6604,0.0563,0.1231,-0.1263,0.0375
2023-07-03,192.5,2023-07-14,c,2.23,2.24,2.27,0.1641,0.1664,4821,4256,0.5112,0.0687,0.134,-0.1194,0.0293
2023-07-03,195,2023-07-14,c,1.16,1.18,1.19,0.1615,0.1624,12939,14233,0.3314,0.0682,0.1197,-0.0971,0.0191
2023-07-03,197.5,2023-07-14,c,0.56,0.56,0.58,0.1616,0.1638,16495,4963,0.1818,0.0503,0.0921,-0.068,0.0105
2023-07-03,200,2023-07-14,c,0.27,0.26,0.27,0.1665,0.1682,30502,12787,0.0949,0.0308,0.0599,-0.0446,0.0055
2023-07-03,202.5,2023-07-14,c,0.15,0.13,0.14,0.1763,0.1789,1825,1832,0.0486,0.0174,0.033,-0.0277,0.0028
2023-07-03,205,2023-07-14,c,0.08,0.08,0.09,0.192,0.1961,3709,1274,0.0228,0.009,0.019,-0.0152,0.0013
2023-07-03,207.5,2023-07-14,c,0.04,0.05,0.06,0.2066,0.2124,796,308,0.0099,0.0043,0.01,-0.0076,0.0006
2023-07-03,210,2023-07-14,c,0.04,0.04,0.05,0.2272,0.2343,2265,383,0.0037,0.0018,0.0036,-0.0032,0.0002
2023-07-03,212.5,2023-07-14,c,0.03,0.03,0.04,0.244,0.2536,93,27,0.0013,0.0007,0.0015,-0.0012,0.0001
2023-07-03,215,2023-07-14,c,0.03,0.02,0.03,0.2566,0.2692,1720,58,0.0004,0.0002,0.0006,-0.0004,0
2023-07-03,217.5,2023-07-14,c,0.03,0.02,0.03,0.2799,0.2939,19,326,0.0001,0.0001,0.0001,-0.0001,0
2023-07-03,220,2023-07-14,c,0.02,0.01,0.02,0.2816,0.3028,420,180,0,0,0,0,0
2023-07-03,222.5,2023-07-14,c,0.02,0.01,0.02,0.3029,0.3255,57,37,0,0,0,0,0
2023-07-03,225,2023-07-14,c,0.02,0.01,0.02,0.3239,0.3479,1505,72,0,0,0,0,0
2023-07-03,230,2023-07-14,c,0.00,0.00,0.01,0,0.3652,1828,16,0,0,0,0,0
2023-07-03,235,2023-07-14,c,0.00,0.00,0.01,0,0.4044,173,50,0,0,0,0,0
2023-07-03,240,2023-07-14,c,0.00,0.00,0.01,0,0.4427,220,0,0,0,0,0,0
2023-07-03,245,2023-07-14,c,0.00,0.00,0.01,0,0.48,245,0,0,0,0,0,0
2023-07-03,250,2023-07-14,c,0.00,0.00,0.01,0,0.5155,790,0,0,0,0,0,0
2023-07-03,255,2023-07-14,c,0.00,0.00,0.01,0,0.5504,716,0,0,0,0,0,0
2023-07-03,260,2023-07-14,c,0.00,0.00,0.01,0,0.5845,0,0,0,0,0,0,0
2023-07-03,50,2023-07-14,p,0.00,0.00,0.01,0,2.4871,0,1,0,0,0,0,0
2023-07-03,60,2023-07-14,p,0.00,0.00,0.01,0,2.1608,0,0,0,0,0,0,0
2023-07-03,65,2023-07-14,p,0.00,0.00,0.01,0,2.0166,0,0,0,0,0,0,0
2023-07-03,70,2023-07-14,p,0.00,0.00,0.01,0,1.8833,0,0,0,0,0,0,0
2023-07-03,75,2023-07-14,p,0.00,0.00,0.01,0,1.7594,0,0,0,0,0,0,0
2023-07-03,80,2023-07-14,p,0.00,0.00,0.01,0,1.6436,0,0,0,0,0,0,0
2023-07-03,85,2023-07-14,p,0.00,0.00,0.01,0,1.5351,0,0,0,0,0,0,0
2023-07-03,90,2023-07-14,p,0.00,0.00,0.01,0,1.4329,0,0,0,0,0,0,0
2023-07-03,95,2023-07-14,p,0.00,0.00,0.01,0,1.3363,0,0,0,0,0,0,0
2023-07-03,100,2023-07-14,p,0.00,0.00,0.01,0,1.2448,9,0,0,0,0,0,0
2023-07-03,105,2023-07-14,p,0.00,0.00,0.01,0,1.1569,14,0,0,0,0,0,0
2023-07-03,110,2023-07-14,p,0.00,0.00,0.01,0,1.0726,14,0,0,0,0,0,0
2023-07-03,115,2023-07-14,p,0.00,0.00,0.01,0,0.992,2016,0,0,0,0,0,0
2023-07-03,120,2023-07-14,p,0.00,0.00,0.01,0,0.915,57,0,0,0,0,0,0
2023-07-03,125,2023-07-14,p,0.00,0.00,0.01,0,0.8411,180,0,0,0,0,0,0
2023-07-03,130,2023-07-14,p,0.00,0.00,0.01,0,0.7703,140,10,0,0,0,0,0
2023-07-03,135,2023-07-14,p,0.00,0.00,0.01,0,0.7019,1220,0,0,0,0,0,0
2023-07-03,140,2023-07-14,p,0.00,0.00,0.01,0,0.6346,188,2,0,0,0,0,0
2023-07-03,145,2023-07-14,p,0.00,0.01,0.02,0.5698,0.6092,182,0,-0.0025,0,0,-0.0069,-0.0149
2023-07-03,149,2023-07-14,p,0.01,0.01,0.02,0.5196,0.5558,121,103,-0.0027,0,0,-0.0069,-0.0163
2023-07-03,150,2023-07-14,p,0.01,0.01,0.02,0.5073,0.5426,888,43,-0.0028,0,0,-0.0069,-0.0167
2023-07-03,155,2023-07-14,p,0.01,0.02,0.03,0.4774,0.4992,386,23,-0.0049,0,0,-0.0105,-0.0291
2023-07-03,157.5,2023-07-14,p,0.02,0.03,0.04,0.4658,0.4817,109,70,-0.0068,0,0,-0.0137,-0.0407
2023-07-03,160,2023-07-14,p,0.03,0.03,0.04,0.433,0.4478,386,30,-0.0073,0,0,-0.0136,-0.0436
2023-07-03,162.5,2023-07-14,p,0.05,0.04,0.05,0.4145,0.4265,138,47,-0.0096,0,0.0001,-0.0165,-0.0572
2023-07-03,165,2023-07-14,p,0.05,0.04,0.05,0.3817,0.3926,2411,44,-0.0105,0.0001,0.0002,-0.0163,-0.0621
2023-07-03,167.5,2023-07-14,p,0.06,0.05,0.06,0.359,0.3676,517,58,-0.0133,0.0002,0.0007,-0.0188,-0.0788
2023-07-03,170,2023-07-14,p,0.06,0.06,0.07,0.3336,0.3411,4559,386,-0.0166,0.0007,0.0019,-0.0211,-0.0982
2023-07-03,172.5,2023-07-14,p,0.07,0.07,0.08,0.3064,0.3127,266,919,-0.0204,0.0017,0.0044,-0.0232,-0.1209
2023-07-03,175,2023-07-14,p,0.08,0.09,0.10,0.2829,0.2878,5231,2484,-0.0272,0.0037,0.0116,-0.0271,-0.1606
2023-07-03,177.5,2023-07-14,p,0.11,0.10,0.11,0.2516,0.2558,780,407,-0.0332,0.0074,0.0217,-0.0284,-0.1958
2023-07-03,180,2023-07-14,p,0.14,0.13,0.14,0.2258,0.229,10168,1201,-0.0456,0.0131,0.0368,-0.033,-0.2687
2023-07-03,182.5,2023-07-14,p,0.21,0.20,0.21,0.2057,0.2081,2904,1411,-0.071,0.021,0.057,-0.0425,-0.4179
2023-07-03,185,2023-07-14,p,0.36,0.33,0.34,0.1873,0.1889,9907,4040,-0.116,0.0308,0.0805,-0.0556,-0.6828
2023-07-03,187.5,2023-07-14,p,0.66,0.63,0.64,0.1765,0.1777,4519,5021,-0.2029,0.0426,0.104,-0.0756,-1.1961
2023-07-03,190,2023-07-14,p,1.23,1.22,1.23,0.1703,0.1711,29828,17876,-0.3391,0.0563,0.1231,-0.0943,-2.0041
2023-07-03,192.5,2023-07-14,p,2.17,2.19,2.21,0.1643,0.1658,5828,10016,-0.5109,0.0687,0.134,-0.099,-3.0304
2023-07-03,195,2023-07-14,p,3.62,3.60,3.70,0.1575,0.166,1149,1652,-0.6869,0.0682,0.1197,-0.0855,-4.095
2023-07-03,197.5,2023-07-14,p,5.56,5.55,5.60,0.1597,0.1658,329,218,-0.8249,0.0503,0.0921,-0.0617,-4.9527
2023-07-03,200,2023-07-14,p,7.82,7.80,7.85,0.161,0.173,425,199,-0.9104,0.0308,0.0599,-0.0386,-5.5153
2023-07-03,202.5,2023-07-14,p,10.25,10.20,10.30,0,0.1982,22,3,-0.9987,0.0174,0.033,0.002,-6.095
2023-07-03,205,2023-07-14,p,12.75,12.65,12.90,0,0.2615,24,3,-0.9975,0.009,0.019,0.0012,-6.1638
2023-07-03,207.5,2023-07-14,p,15.25,14.55,15.35,0,0.2844,0,0,-0.9989,0.0043,0.01,0.002,-6.2473
2023-07-03,210,2023-07-14,p,17.75,17.60,18.15,0,0.3865,0,0,-0.9955,0.0018,0.0036,-0.0011,-6.3029
2023-07-03,212.5,2023-07-14,p,20.25,20.10,20.60,0,0.4143,0,0,-0.9971,0.0007,0.0015,0,-6.3877
2023-07-03,215,2023-07-14,p,22.75,22.60,23.20,0,0.4697,0,0,-0.9967,0.0002,0.0006,-0.0007,-6.4607
2023-07-03,217.5,2023-07-14,p,25.25,25.00,25.40,0,0.4328,0,0,-0.9994,0.0001,0.0001,0.0021,-6.5516
2023-07-03,220,2023-07-14,p,27.75,27.45,28.20,0,0.5402,0,0,-0.9978,0,0,0,-6.6176
2023-07-03,222.5,2023-07-14,p,30.25,30.10,30.50,0,0.5261,0,0,-0.9992,0,0,0.0018,-6.7012
2023-07-03,225,2023-07-14,p,32.75,32.00,33.25,0,0.6179,1,0,-0.9982,0,0,0,-6.7703
2023-07-03,230,2023-07-14,p,37.75,37.60,37.90,0,0.5781,0,0,-0.9998,0,0,-0.0003,-6.9304
2023-07-03,235,2023-07-14,p,42.75,42.40,42.85,0,0.6109,0,0,-0.9999,0,0,-0.0002,-7.0817
2023-07-03,240,2023-07-14,p,47.75,47.60,47.90,0,0.6875,0,0,-0.9999,0,0,-0.0002,-7.2322
2023-07-03,245,2023-07-14,p,52.75,52.60,52.90,0,0.7397,0,0,-0.9999,0,0,-0.0002,-7.383
