Trade Date,STrike,Expiry Date,Call/Put,Last Trade Price,Bid Price,Ask Price,Bid Implied Volatility,Ask Implied Volatility,Open Interest,Volume,Delta,Gamma,Vega,Theta,Rho
2023-07-03,285,2023-07-07,c,4.11,4.10,4.15,0.2713,0.2754,3683,2715,0.5793,0.0484,0.1195,-0.4149,0.0183
2023-07-03,287.5,2023-07-07,c,2.89,2.88,2.92,0.275,0.2783,3477,8407,0.458,0.0481,0.121,-0.4218,0.0145
2023-07-03,290,2023-07-07,c,1.97,1.96,1.99,0.2799,0.2826,7095,10493,0.3475,0.0434,0.1119,-0.4006,0.011
2023-07-03,292.5,2023-07-07,c,1.32,1.30,1.33,0.2859,0.2891,1911,3966,0.256,0.0365,0.1014,-0.359,0.0081
2023-07-03,295,2023-07-07,c,0.87,0.85,0.87,0.2929,0.2953,2537,4458,0.1847,0.0292,0.0806,-0.3059,0.0059
2023-07-03,297.5,2023-07-07,c,0.56,0.55,0.57,0.3011,0.3042,2125,2045,0.1301,0.0224,0.066,-0.2491,0.0041
2023-07-03,300,2023-07-07,c,0.37,0.36,0.37,0.3107,0.3129,4519,5352,0.0891,0.0167,0.0518,-0.194,0.0028
2023-07-03,302.5,2023-07-07,c,0.24,0.23,0.24,0.3189,0.3219,884,1196,0.0594,0.012,0.0391,-0.1448,0.0019
2023-07-03,305,2023-07-07,c,0.16,0.15,0.16,0.3287,0.3325,3115,1601,0.0382,0.0083,0.0237,-0.1032,0.0012
2023-07-03,307.5,2023-07-07,c,0.10,0.10,0.11,0.3392,0.3443,633,5546,0.0238,0.0055,0.0161,-0.0703,0.0008
2023-07-03,310,2023-07-07,c,0.06,0.06,0.07,0.3442,0.3519,1279,3361,0.0144,0.0036,0.0105,-0.0463,0.0005
2023-07-03,312.5,2023-07-07,c,0.04,0.04,0.05,0.3545,0.365,253,1181,0.0083,0.0022,0.0066,-0.0289,0.0003
2023-07-03,315,2023-07-07,c,0.03,0.03,0.04,0.3695,0.3824,982,331,0.0045,0.0013,0.004,-0.0169,0.0001
2023-07-03,317.5,2023-07-07,c,0.02,0.02,0.03,0.3784,0.3963,304,363,0.0023,0.0007,0.0023,-0.0092,0.0001
2023-07-03,320,2023-07-07,c,0.02,0.01,0.02,0.3765,0.4042,712,188,0.0011,0.0004,0.0013,-0.0048,0
2023-07-03,322.5,2023-07-07,c,0.00,0.00,0.02,0,0.4295,444,405,0.0005,0.0002,0.0007,-0.0024,0
2023-07-03,325,2023-07-07,c,0.00,0.00,0.01,0,0.424,1110,322,0.0002,0.0001,0.0002,-0.0011,0
2023-07-03,327.5,2023-07-07,c,0.00,0.00,0.01,0,0.4469,267,0,0.0001,0,0.0001,-0.0005,0
2023-07-03,330,2023-07-07,c,0.00,0.00,0.01,0,0.4697,2616,40,0,0,0.0001,-0.0002,0
2023-07-03,335,2023-07-07,c,0.00,0.00,0.01,0,0.5147,1082,2,0,0,0,0,0
2023-07-03,340,2023-07-07,c,0.00,0.00,0.01,0,0.5587,471,4,0,0,0,0,0
2023-07-03,345,2023-07-07,c,0.00,0.00,0.01,0,0.6009,187,5,0,0,0,0,0
2023-07-03,350,2023-07-07,c,0.00,0.00,0.01,0,0.6426,1495,0,0,0,0,0,0
2023-07-03,355,2023-07-07,c,0.00,0.00,0.01,0,0.6836,55,0,0,0,0,0,0
2023-07-03,360,2023-07-07,c,0.00,0.00,0.01,0,0.724,138,0,0,0,0,0,0
2023-07-03,365,2023-07-07,c,0.00,0.00,0.01,0,0.7639,0,0,0,0,0,0,0
2023-07-03,370,2023-07-07,c,0.00,0.00,0.01,0,0.8032,0,0,0,0,0,0,0
2023-07-03,375,2023-07-07,c,0.00,0.00,0.01,0,0.8408,2,0,0,0,0,0,0
2023-07-03,380,2023-07-07,c,0.00,0.00,0.01,0,0.878,0,0,0,0,0,0,0
2023-07-03,385,2023-07-07,c,0.00,0.00,0.01,0,0.9146,50,0,0,0,0,0,0
2023-07-03,390,2023-07-07,c,0.00,0.00,0.01,0,0.9508,0,0,0,0,0,0,0
2023-07-03,395,2023-07-07,c,0.00,0.00,0.01,0,0.9865,0,0,0,0,0,0,0
2023-07-03,400,2023-07-07,c,0.00,0.00,0.01,0,1.0218,0,0,0,0,0,0,0
2023-07-03,405,2023-07-07,c,0.00,0.00,0.01,0,1.0566,0,0,0,0,0,0,0
2023-07-03,410,2023-07-07,c,0.00,0.00,0.01,0,1.0898,0,0,0,0,0,0,0
2023-07-03,415,2023-07-07,c,0.00,0.00,0.01,0,1.1227,0,0,0,0,0,0,0
2023-07-03,420,2023-07-07,c,0.00,0.00,0.01,0,1.1551,0,0,0,0,0,0,0
2023-07-03,425,2023-07-07,c,0.00,0.00,0.01,0,1.1872,0,0,0,0,0,0,0
2023-07-03,430,2023-07-07,c,0.00,0.00,0.01,0,1.2189,0,0,0,0,0,0,0
2023-07-03,435,2023-07-07,c,0.00,0.00,0.01,0,1.2502,0,0,0,0,0,0,0
2023-07-03,440,2023-07-07,c,0.00,0.00,0.01,0,1.2812,0,0,0,0,0,0,0
2023-07-03,445,2023-07-07,c,0.00,0.00,0.01,0,1.3118,0,0,0,0,0,0,0
2023-07-03,450,2023-07-07,c,0.00,0.00,0.01,0,1.3421,0,0,0,0,0,0,0
2023-07-03,455,2023-07-07,c,0.00,0.00,0.01,0,1.372,0,0,0,0,0,0,0
2023-07-03,460,2023-07-07,c,0.00,0.00,0.01,0,1.4016,0,0,0,0,0,0,0
2023-07-03,465,2023-07-07,c,0.00,0.00,0.01,0,1.4309,0,0,0,0,0,0,0
2023-07-03,470,2023-07-07,c,0.00,0.00,0.01,0,1.4599,0,0,0,0,0,0,0
2023-07-03,475,2023-07-07,c,0.00,0.00,0.01,0,1.4886,0,0,0,0,0,0,0
2023-07-03,480,2023-07-07,c,0.00,0.00,0.01,0,1.5169,0,0,0,0,0,0,0
2023-07-03,485,2023-07-07,c,0.00,0.00,0.01,0,1.544,0,0,0,0,0,0,0
2023-07-03,490,2023-07-07,c,0.00,0.00,0.01,0,1.571,0,0,0,0,0,0,0
2023-07-03,495,2023-07-07,c,0.00,0.00,0.01,0,1.5976,0,1,0,0,0,0,0
2023-07-03,500,2023-07-07,c,0.00,0.00,0.01,0,1.624,0,0,0,0,0,0,0
2023-07-03,510,2023-07-07,c,0.00,0.00,0.01,0,1.676,0,0,0,0,0,0,0
2023-07-03,520,2023-07-07,c,0.00,0.00,0.01,0,1.727,0,0,0,0,0,0,0
2023-07-03,530,2023-07-07,c,0.00,0.00,0.01,0,1.777,0,0,0,0,0,0,0
2023-07-03,540,2023-07-07,c,0.00,0.00,0.01,0,1.8261,0,0,0,0,0,0,0
2023-07-03,550,2023-07-07,c,0.00,0.00,0.01,0,1.8744,0,0,0,0,0,0,0
2023-07-03,560,2023-07-07,c,0.00,0.00,0.01,0,1.9217,0,0,0,0,0,0,0
2023-07-03,570,2023-07-07,c,0.00,0.00,0.01,0,1.9675,0,0,0,0,0,0,0
2023-07-03,20,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,30,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,40,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,50,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,60,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,70,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,80,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,90,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,100,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,110,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,120,2023-07-07,p,0.00,0.00,0.01,0,0,0,0,0,0,0,0,0
2023-07-03,125,2023-07-07,p,0.00,0.00,0.01,0,2.472,0,0,0,0,0,0,0
2023-07-03,130,2023-07-07,p,0.00,0.00,0.01,0,2.3603,1,0,0,0,0,0,0
2023-07-03,135,2023-07-07,p,0.00,0.00,0.01,0,2.2529,0,0,0,0,0,0,0
2023-07-03,140,2023-07-07,p,0.00,0.00,0.01,0,2.1494,0,0,0,0,0,0,0
2023-07-03,145,2023-07-07,p,0.00,0.00,0.01,0,2.0497,1,0,0,0,0,0,0
2023-07-03,150,2023-07-07,p,0.00,0.00,0.01,0,1.9534,4,0,0,0,0,0,0
2023-07-03,155,2023-07-07,p,0.00,0.00,0.01,0,1.8603,1,0,0,0,0,0,0
2023-07-03,160,2023-07-07,p,0.00,0.00,0.01,0,1.7703,33,0,0,0,0,0,0
2023-07-03,165,2023-07-07,p,0.00,0.00,0.01,0,1.6817,3,0,0,0,0,0,0
2023-07-03,170,2023-07-07,p,0.00,0.00,0.01,0,1.5954,16,0,0,0,0,0,0
2023-07-03,175,2023-07-07,p,0.00,0.00,0.01,0,1.5116,25,0,0,0,0,0,0
2023-07-03,180,2023-07-07,p,0.00,0.00,0.01,0,1.4301,81,0,0,0,0,0,0
2023-07-03,185,2023-07-07,p,0.00,0.00,0.01,0,1.351,160,0,0,0,0,0,0
2023-07-03,190,2023-07-07,p,0.00,0.00,0.01,0,1.274,27,0,0,0,0,0,0
2023-07-03,195,2023-07-07,p,0.00,0.00,0.01,0,1.199,18,0,0,0,0,0,0
2023-07-03,200,2023-07-07,p,0.00,0.00,0.01,0,1.1253,575,0,0,0,0,0,0
2023-07-03,205,2023-07-07,p,0.00,0.00,0.01,0,1.0525,114,0,0,0,0,0,0
2023-07-03,210,2023-07-07,p,0.00,0.00,0.01,0,0.9815,163,2,0,0,0,0,0
2023-07-03,215,2023-07-07,p,0.00,0.00,0.01,0,0.9121,94,0,0,0,0,0,0
2023-07-03,220,2023-07-07,p,0.00,0.00,0.01,0,0.8444,440,0,0,0,0,0,0
2023-07-03,225,2023-07-07,p,0.00,0.00,0.01,0,0.7783,333,3,0,0,0,0,0
2023-07-03,230,2023-07-07,p,0.00,0.00,0.01,0,0.7134,880,48,0,0,0,0,0
2023-07-03,235,2023-07-07,p,0.00,0.00,0.01,0,0.6484,583,4,0,0,0,0,0
2023-07-03,240,2023-07-07,p,0.00,0.00,0.01,0,0.5849,1063,39,0,0,0,0,0
2023-07-03,242.5,2023-07-07,p,0.00,0.00,0.01,0,0.5536,0,3,0,0,0,0,0
2023-07-03,245,2023-07-07,p,0.01,0.01,0.02,0.5226,0.5592,566,229,-0.0027,0,0,-0.0169,-0.0086
2023-07-03,247.5,2023-07-07,p,0.01,0.00,0.02,0,0.5265,189,1,0,0,0,0,0
2023-07-03,250,2023-07-07,p,0.02,0.01,0.02,0.4601,0.4934,966,536,-0.003,0,0,-0.0165,-0.0097
2023-07-03,252.5,2023-07-07,p,0.02,0.01,0.02,0.4293,0.4606,346,27,-0.0032,0,0.0001,-0.0163,-0.0103
2023-07-03,255,2023-07-07,p,0.02,0.01,0.02,0.3988,0.4282,945,68,-0.0035,0.0001,0.0004,-0.0161,-0.0111
2023-07-03,257.5,2023-07-07,p,0.02,0.02,0.03,0.3961,0.4152,557,724,-0.0059,0.0003,0.001,-0.0252,-0.0186
2023-07-03,260,2023-07-07,p,0.03,0.03,0.04,0.3813,0.3956,1545,294,-0.0084,0.0007,0.0024,-0.033,-0.0266
2023-07-03,262.5,2023-07-07,p,0.03,0.03,0.04,0.3477,0.3608,528,144,-0.0091,0.0015,0.0042,-0.0325,-0.0289
2023-07-03,265,2023-07-07,p,0.04,0.05,0.06,0.3361,0.3452,2280,1012,-0.0143,0.0028,0.0089,-0.0462,-0.0454
2023-07-03,267.5,2023-07-07,p,0.08,0.07,0.08,0.3163,0.3227,1280,399,-0.0201,0.0049,0.0138,-0.0581,-0.064
2023-07-03,270,2023-07-07,p,0.12,0.12,0.13,0.3057,0.3098,3219,2302,-0.0329,0.008,0.0246,-0.0843,-0.1046
2023-07-03,272.5,2023-07-07,p,0.21,0.19,0.20,0.2906,0.2935,1082,735,-0.051,0.0125,0.0346,-0.1142,-0.1623
2023-07-03,275,2023-07-07,p,0.34,0.33,0.35,0.2812,0.2855,3420,3912,-0.0844,0.0184,0.0473,-0.1634,-0.2684
2023-07-03,277.5,2023-07-07,p,0.59,0.58,0.60,0.2754,0.2783,1936,2449,-0.1366,0.026,0.0674,-0.2256,-0.4351
2023-07-03,280,2023-07-07,p,1.01,1.00,1.02,0.2719,0.2741,2660,5342,-0.2127,0.0348,0.0892,-0.2946,-0.6784
2023-07-03,282.5,2023-07-07,p,1.66,1.66,1.68,0.271,0.2728,2593,3088,-0.3128,0.0433,0.1079,-0.3573,-0.9999
2023-07-03,285,2023-07-07,p,2.61,2.60,2.64,0.2709,0.2742,2426,7126,-0.4293,0.0484,0.1195,-0.3961,-1.3761
2023-07-03,287.5,2023-07-07,p,3.90,3.85,3.95,0.2718,0.28,1835,2448,-0.5502,0.0481,0.121,-0.403,-1.7695
2023-07-03,290,2023-07-07,p,5.49,5.45,5.55,0.2775,0.2865,1818,1051,-0.6613,0.0434,0.1119,-0.3792,-2.1359
2023-07-03,292.5,2023-07-07,p,7.34,7.25,7.40,0.2777,0.2935,480,416,-0.7573,0.0365,0.1014,-0.3263,-2.4571
2023-07-03,295,2023-07-07,p,9.40,9.35,9.45,0.2879,0.3007,1530,91,-0.8295,0.0292,0.0806,-0.2703,-2.7067
2023-07-03,297.5,2023-07-07,p,11.61,11.55,11.65,0.2915,0.3086,139,49,-0.8853,0.0224,0.066,-0.208,-2.9058
2023-07-03,300,2023-07-07,p,13.93,13.85,14.00,0.2903,0.3261,182,71,-0.9235,0.0167,0.0518,-0.1557,-3.051
2023-07-03,302.5,2023-07-07,p,16.29,16.25,16.40,0.2901,0.3441,45,50,-0.9493,0.012,0.0391,-0.1134,-3.1581
2023-07-03,305,2023-07-07,p,18.76,18.70,18.85,0,0.3676,125,47,-0.9995,0.0083,0.0237,0.0098,-3.3408
2023-07-03,307.5,2023-07-07,p,21.22,21.15,21.30,0,0.3847,23,17,-0.9998,0.0055,0.0161,0.0106,-3.3692
2023-07-03,310,2023-07-07,p,23.71,23.55,23.85,0,0.441,190,28,-0.9997,0.0036,0.0105,0.0102,-3.3963
2023-07-03,312.5,2023-07-07,p,26.21,26.05,26.40,0,0.4946,3,18,-0.9996,0.0022,0.0066,0.0098,-3.4235
2023-07-03,315,2023-07-07,p,28.71,28.55,28.90,0,0.5305,0,0,-0.9997,0.0013,0.004,0.01,-3.4511
2023-07-03,317.5,2023-07-07,p,31.21,31.05,31.40,0,0.5648,3,1,-0.9997,0.0007,0.0023,0.0101,-3.4787
2023-07-03,320,2023-07-07,p,33.71,33.55,33.90,0,0.5988,1,2,-0.9998,0.0004,0.0013,0.0103,-3.5062
2023-07-03,322.5,2023-07-07,p,36.21,36.05,36.40,0,0.6325,0,0,-0.9998,0.0002,0.0007,0.0103,-3.5337
2023-07-03,325,2023-07-07,p,38.71,38.55,38.90,0,0.6659,0,0,-0.9999,0.0001,0.0002,0.0104,-3.5612
2023-07-03,327.5,2023-07-07,p,41.21,41.05,41.40,0,0.6985,0,0,-0.9999,0,0.0001,0.0105,-3.5886
2023-07-03,330,2023-07-07,p,43.71,43.50,43.90,0,0.7302,0,0,-0.9999,0,0.0001,0.0105,-3.6161
2023-07-03,335,2023-07-07,p,48.71,48.35,49.00,0,0.8356,0,0,-0.9998,0,0,0.0101,-3.6707
2023-07-03,340,2023-07-07,p,53.71,53.50,53.95,0,0.8774,0,0,-0.9999,0,0,0.0105,-3.7257
2023-07-03,345,2023-07-07,p,58.71,58.45,58.95,0,0.938,0,0,-0.9999,0,0,0.0106,-3.7806
2023-07-03,350,2023-07-07,p,63.71,63.50,63.90,0,0.9702,0,0,-1,0,0,0.0108,-3.8355
2023-07-03,355,2023-07-07,p,68.71,68.40,68.95,0,1.0541,0,0,-0.9999,0,0,0.0107,-3.8902
2023-07-03,360,2023-07-07,p,73.71,73.40,74.05,0,1.1588,0,0,-0.9999,0,0,0.0104,-3.9449
2023-07-03,365,2023-07-07,p,78.71,78.45,79.00,0,1.1915,0,0,-0.9999,0,0,0.0106,-3.9998
2023-07-03,370,2023-07-07,p,83.71,83.45,84.05,0,1.2716,0,0,-0.9999,0,0,0.0105,-4.0546
2023-07-03,375,2023-07-07,p,88.71,88.40,89.00,0,1.2991,0,0,-1,0,0,0.0107,-4.1095
2023-07-03,380,2023-07-07,p,93.71,93.40,94.00,0,1.3518,0,0,-1,0,0,0.0107,-4.1643
2023-07-03,385,2023-07-07,p,98.71,98.45,99.00,0,1.4038,0,0,-1,0,0,0.0108,-4.2191
2023-07-03,390,2023-07-07,p,103.71,103.50,103.95,0,1.4242,0,0,-1,0,0,0.0109,-4.2739
2023-07-03,395,2023-07-07,p,108.71,108.45,109.05,0,1.5314,0,0,-1,0,0,0.0107,-4.3287
2023-07-03,400,2023-07-07,p,113.71,113.45,114.00,0,1.5527,0,0,-1,0,0,0.0108,-4.3835
2023-07-03,405,2023-07-07,p,118.71,118.40,118.95,0,1.5691,0,0,-1,0,0,0.011,-4.4383
2023-07-03,410,2023-07-07,p,123.71,123.35,124.05,0,1.6777,0,0,-1,0,0,0.0108,-4.4931
2023-07-03,415,2023-07-07,p,128.71,128.40,129.05,0,1.724,0,0,-1,0,0,0.0108,-4.5479
2023-07-03,420,2023-07-07,p,133.71,133.40,133.90,0,1.6667,0,0,-1,0,0,0.011,-4.6027
2023-07-03,425,2023-07-07,p,138.71,138.35,138.95,0,1.7491,0,0,-1,0,0,0.011,-4.6575
2023-07-03,430,2023-07-07,p,143.71,143.40,144.00,0,1.8296,0,0,-1,0,0,0.0109,-4.7123
2023-07-03,435,2023-07-07,p,148.71,148.40,149.00,0,1.8722,0,0,-1,0,0,0.0109,-4.7671
2023-07-03,440,2023-07-07,p,153.71,153.45,154.00,0,1.9143,0,0,-1,0,0,0.011,-4.8219
2023-07-03,445,2023-07-07,p,158.71,158.40,159.00,0,1.9559,0,0,-1,0,0,0.011,-4.8767
2023-07-03,450,2023-07-07,p,163.71,163.50,164.00,0,1.9971,0,0,-1,0,0,0.011,-4.9315
2023-07-03,455,2023-07-07,p,168.71,168.40,168.95,0,2.0009,0,0,-1,0,0,0.011,-4.9863
2023-07-03,460,2023-07-07,p,173.71,173.40,173.90,0,1.9985,0,0,-1,0,0,0.0111,-5.0411
2023-07-03,465,2023-07-07,p,178.71,178.40,178.90,0,2.0371,0,0,-1,0,0,0.0111,-5.0959
2023-07-03,470,2023-07-07,p,183.71,183.50,184.00,0,2.1572,0,0,-1,0,0,0.011,-5.1507
2023-07-03,475,2023-07-07,p,188.71,188.50,188.95,0,2.1591,0,0,-1,0,0,0.011,-5.2055
2023-07-03,480,2023-07-07,p,193.71,193.40,194.00,0,2.2348,0,0,-1,0,0,0.011,-5.2603
2023-07-03,485,2023-07-07,p,198.71,198.35,199.05,0,2.3083,0,0,-1,0,0,0.011,-5.315
2023-07-03,490,2023-07-07,p,203.71,203.40,204.05,0,2.346,0,0,-1,0,0,0.011,-5.3698
2023-07-03,495,2023-07-07,p,208.71,208.50,209.05,0,2.3833,0,0,-1,0,0,0.011,-5.4246
2023-07-03,500,2023-07-07,p,213.71,213.40,214.00,0,2.385,0,0,-1,0,0,0.011,-5.4794
2023-07-03,510,2023-07-07,p,223.71,223.35,224.00,0,2.456,0,0,-1,0,0,0.011,-5.589
2023-07-03,520,2023-07-07,p,233.71,233.40,234.00,0,2.525,0,0,-1,0,0,0.011,-5.6986
2023-07-03,530,2023-07-07,p,243.71,243.40,244.05,0,2.6341,0,0,-1,0,0,0.011,-5.8082
2023-07-03,540,2023-07-07,p,253.71,253.35,254.05,0,2.7011,0,0,-1,0,0,0.011,-5.9178
2023-07-03,550,2023-07-07,p,263.71,263.55,263.80,0,2.4966,0,0,-1,0,0,0.0111,-6.0274
2023-07-03,560,2023-07-07,p,273.71,273.55,273.80,0,2.5573,0,0,-1,0,0,0.0111,-6.137
2023-07-03,570,2023-07-07,p,283.71,283.50,283.80,0,2.6169,0,0,-1,0,0,0.0111,-6.2466
2023-07-03,20,2023-07-14,c,266.33,266.00,266.90,0,7.3753,0,0,1,0,0,-0.0033,0.0061
2023-07-03,30,2023-07-14,c,256.35,255.75,256.90,0,6.1444,0,0,1,0,0,-0.005,0.0091
2023-07-03,40,2023-07-14,c,246.36,246.05,246.95,0,5.3796,0,0,1,0,0,-0.0066,0.0122
2023-07-03,50,2023-07-14,c,236.38,236.05,236.70,0,4.3751,0,0,1,0,0,-0.0083,0.0152
2023-07-03,60,2023-07-14,c,226.40,225.75,226.85,0,4.106,0,0,1,0,0,-0.0099,0.0183
2023-07-03,70,2023-07-14,c,216.42,216.00,217.10,0,3.9421,0,0,1,0,0,-0.0116,0.0213
2023-07-03,80,2023-07-14,c,206.44,205.95,206.75,0,3.2107,0,0,1,0,0,-0.0133,0.0244
2023-07-03,90,2023-07-14,c,196.46,196.10,196.95,0,3.114,0,0,1,0,0,-0.0149,0.0274
2023-07-03,100,2023-07-14,c,186.47,185.90,186.80,0,2.6874,1,0,1,0,0,-0.0166,0.0304
